Date,Firm,Strategist,Stock Allocation %,1999 Close
1999-11-19,First Union,Rao Chalasani,65.0,
1999-11-19,Goldman Sachs,Abby Joseph Cohen,70.0,1385.0
1999-11-19,JPMorgan,Douglas Cliggott,50.0,
1999-11-19,Lehman,Jeffrey Applegate,80.0,1400.0
1999-11-19,Merrill Lynch,Charles Clough,40.0,
1999-11-19,Morgan Stanley,Peter Canelo,65.0,1425.0
1999-11-19,PaineWebber,Ed Kerschner,52.0,
1999-11-19,Prudential,Greg Smith,75.0,
1999-11-19,Salomon SB,Committee,60.0,1350.0
1999-11-19,UBS,Gail Dudack,45.0,1100.0
